업체명,업종,평점,방문자리뷰,블로그리뷰,주소,영업시간,전화번호,필터,URL,위도,경도
다독이네 숯불구이,"육류,고기요리",4.68,714,913,서울 동작구 노량진로 106-5 1층,오늘 휴무,0507-1307-9302,"데이트, 가족모임",https://tinyurl.com/27devfem,37.5129643,126.9378074
해물포차꼴통 3호점,생선회,,710,671,서울 동작구 장승배기로16길 162 꼴통3호점,곧 영업 시작,02-6338-2488,데이트,https://tinyurl.com/22t6rls3,37.5106232,126.9443717
헤이 이태리,이탈리아음식,4.46,506,225,서울 동작구 만양로14가길 18 2층,곧 영업 시작,0507-1441-1334,데이트,https://tinyurl.com/25asebd3,37.5124021,126.9451704
소야,소고기구이,4.6,208,124,서울 동작구 만양로14길 6 1층 101호 소야,곧 영업 시작,02-812-1523,"데이트, 가족모임",https://tinyurl.com/2byg3mhe,37.5113255,126.9448146
다독이네숯불구이 2호점,"육류,고기요리",4.73,641,380,서울 동작구 만양로18길 15 1층,오늘 휴무,0507-1404-9992,"데이트, 가족모임",https://tinyurl.com/25xztujf,37.513152,126.9452054
노량진할머니왕파전,한식,4.43,471,444,서울 동작구 만양로 90 2층,영업 중,02-812-4799,"데이트, 가족모임",https://tinyurl.com/2asvbx7t,37.5114475,126.9445249
카이저호프,"맥주,호프",,75,73,서울 동작구 만양로14가길 32 1층 카이저호프,영업 중,0507-1375-5244,"데이트, 회식",https://tinyurl.com/28u6x55u,37.5129673,126.9448608
SSS,"카페,디저트",,66,65,서울 동작구 만양로14라길 2 1층,영업 중,0507-2085-1994,데이트,https://tinyurl.com/2yrwyb75,37.5115749,126.9453683
밋투데이,"육류,고기요리",4.7,272,197,서울 동작구 장승배기로24길 6 1층,브레이크타임,0507-1325-6866,데이트,https://tinyurl.com/24vsah9h,37.5104475,126.9405204
스시준 노량진점,일식당,4.53,779,798,서울 동작구 만양로14길 20 1층,영업 중,0507-1368-5387,"데이트, 가족모임",https://tinyurl.com/2xn83fjg,37.5116733,126.9454208
원조부안집 노량진점,돼지고기구이,,"1,127","1,824",서울 동작구 만양로 95 1층,영업 중,0507-1438-5425,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/26uvn3bc,37.5119149,126.9440303
한마음정육식당 노량진역점,"육류,고기요리",,162,128,서울 동작구 노량진로 147 2층,영업 중,02-811-0969,"데이트, 가족모임",https://tinyurl.com/2djgue9f,37.5138748,126.94224
스타벅스 노량진역점,카페,4.47,"7,103",265,서울 동작구 노량진로 134 (노량진동),영업 중,1522-3232,"데이트, 가족모임",https://tinyurl.com/2dclzr2n,37.5133895,126.9408798
고피자 노량진점,피자,4.55,538,206,서울 동작구 노량진로 161 1층 104호,영업 중,02-3280-8519,"데이트, 혼밥",https://tinyurl.com/2765fx5e,37.5139669,126.9440289
스타벅스 노량진동점,카페,4.52,"3,847",123,"서울 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",영업 중,1522-3232,"데이트, 가족모임",https://tinyurl.com/24fwtygj,37.5130691,126.9465332
노량진칭따오양꼬치 2호점,양꼬치,,109,"1,005",서울 동작구 노량진로12길 8 2층,영업 중,0507-1360-3036,데이트,https://tinyurl.com/2d3lfvgh,37.5129506,126.9383306
텐카이치,일본식라면,4.54,873,327,서울 동작구 만양로14길 24 1층 텐카이치,영업 중,02-6396-5455,"데이트, 혼밥",https://tinyurl.com/28atcsq3,37.5118927,126.945617
노량진생고기,"육류,고기요리",,391,190,서울 동작구 만양로 108 1층 노량진생고기,영업 중,0507-1495-8950,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/28nnnrhr,37.5130498,126.9443747
록갈비 노량진점,"육류,고기요리",,341,49,서울 동작구 만양로14가길 13,영업 중,02-812-8553,데이트,https://tinyurl.com/232nx5c7,37.5121238,126.9450652
계공감 노량진점,닭갈비,,282,"1,719",서울 동작구 만양로14길 27 1층 계공감,곧 영업 시작,0507-1334-3969,"데이트, 가족모임",https://tinyurl.com/295zzhtk,37.5120176,126.9455853
하얼빈양꼬치,양꼬치,,240,795,서울 동작구 노량진로8길 53 1층,24시간 영업,0507-1397-2302,데이트,https://tinyurl.com/27ba7728,37.5123506,126.9383406
줄포상회 노량진본점,킹크랩요리,4.43,316,"1,250",서울 동작구 노들로 674,영업 중,0507-1411-1580,"데이트, 가족모임",https://tinyurl.com/2xtma7np,37.5148693,126.9368431
팔각도 노량진역점,닭갈비,,"1,008",190,서울 동작구 만양로18길 10 1층,영업 중,0507-1378-8316,"데이트, 넓은, 회식",https://tinyurl.com/2ddpvgrn,37.5131216,126.9448574
와가마마,양식,4.42,638,248,서울 동작구 만양로14길 12 와가마마,오늘 휴무,0507-1461-2237,"데이트, 넓은",https://tinyurl.com/2dpv46do,37.5114624,126.9451128
오버트 노량진,"카페,디저트",,41,93,서울 동작구 장승배기로18길 3 1층,오늘 휴무,0507-1369-8604,데이트,https://tinyurl.com/2aoko3q9,37.5076595,126.9405743
영흥정육식당,정육식당,4.44,661,481,서울 동작구 만양로 85-1,영업 중,0507-1346-1662,"데이트, 회식",https://tinyurl.com/22qkvzd6,37.5111109,126.9443539
경아식당 노량진점,"찌개,전골",,822,"1,914",서울 동작구 만양로18길 10 2층 경아식당,오늘 휴무,0507-1422-7292,"데이트, 넓은, 회식",https://tinyurl.com/26rx9ajd,37.5131372,126.9447065
이쉐프,한식,4.55,"1,230",267,서울 동작구 만양로 95,,02-3280-7171,데이트,https://tinyurl.com/2y2mc4pz,37.5119128,126.9439919
더라스트드롭,"카페,디저트",4.13,255,213,서울 동작구 노들로2길 7 드림스퀘어 1층 C109 더라스트드롭,영업 종료,02-826-8339,데이트,https://tinyurl.com/2bmgac76,37.5141943,126.9385861
일성수산,생선회,4.69,"1,393",589,서울 동작구 노들로 674 신건물 1층 남1문 옆 활어8번,영업 중,010-5446-9856,데이트,https://tinyurl.com/27mfybxs,37.5148693,126.9368431
그릴로꼬,"맥주,호프",4.25,225,62,서울 동작구 노량진로16길 34 2층,곧 영업 시작,02-816-9292,데이트,https://tinyurl.com/2aqbah37,37.5122176,126.9439723
짚신매운갈비찜 노량진점,"육류,고기요리",4.36,414,178,서울 동작구 만양로 94,영업 중,02-817-3394,데이트,https://tinyurl.com/27yswgdj,37.5117361,126.9444495
맥도날드 노량진점,햄버거,4.41,"9,814",314,서울 동작구 노량진로 158 정진학원,24시간 영업,02-6391-3500,"데이트, 넓은",https://tinyurl.com/2a96eg2r,37.5134976,126.9435621
마마부찌,"찌개,전골",4.57,857,476,서울 동작구 만양로14길 40,영업 중,02-817-1123,데이트,https://tinyurl.com/29lkclfz,37.512189,126.9463113
피자카페 노량진점,피자,4.2,82,37,서울 동작구 만양로8길 69 고시독서실,영업 중,02-824-5968,데이트,https://tinyurl.com/2au33f8f,37.5103946,126.9455285
전티마이 베트남 쌀국수,베트남음식,4.35,"1,668",287,서울 동작구 노량진로 152 지하1층,영업 중,1670-1603,"데이트, 넓은, 혼밥",https://tinyurl.com/23lxqy2v,37.5134714,126.9427764
충남식당,생선회,4.08,569,55,서울 동작구 노들로2길 9-3,24시간 영업,02-2254-8467,"넓은, 회식",https://tinyurl.com/286zd72u,37.5148693,126.9368431
부산일번지,한식,3.97,"1,049",7,서울 동작구 노들로 674,,02-2254-7980,"넓은, 회식",https://tinyurl.com/2cfhoz9l,37.5148693,126.9368431
서울식당,생선회,4.29,543,15,서울 동작구 노들로 674,,02-2254-7915,"넓은, 회식",https://tinyurl.com/2c6vqhpv,37.5148693,126.9368431
하늘채본관,한식,4.23,857,75,서울 동작구 노들로 674 5층,영업 중,0507-1388-7925,"넓은, 회식, 가족모임",https://tinyurl.com/27rudmgy,37.5148693,126.9368431
하늘채별관,한식,4.29,665,103,서울 동작구 노들로 674 노량진수산시장 5층 하늘채별관,영업 중,0507-1352-7928,"넓은, 회식",https://tinyurl.com/25yalu7a,37.5148693,126.9368431
황금어장,일식당,,501,9,서울 동작구 노들로 674 노량진수산물도매시장,영업 중,02-2254-7991,"넓은, 회식",https://tinyurl.com/28xufjhr,37.5146194,126.936784
천외천,중식당,4.33,504,78,서울 동작구 만양로 19 상가동 2층 217~220호,곧 영업 시작,02-6745-7000,"넓은, 회식, 가족모임",https://tinyurl.com/22erfztb,37.507125,126.9442647
또순이회양념,생선회,4.21,543,12,서울 동작구 노들로 674,,02-2254-7988,"넓은, 회식",https://tinyurl.com/27r23wb2,37.5148693,126.9368431
노들솥뚜껑,"육류,고기요리",,496,529,서울 동작구 만양로18길 14 1층,영업 중,0507-1383-9414,"넓은, 회식, 가족모임",https://tinyurl.com/29kws5k2,37.5130547,126.9449959
충남집,생선회,4.38,584,71,서울 동작구 노들로 674 2층 활어2-41 충남집,영업 중,010-6412-5591,"넓은, 회식",https://tinyurl.com/246xvp8a,37.5146212,126.9368425
청해진,생선회,4.55,"1,373",273,서울 동작구 노들로 674 노량진수산시장 신관 2층 20호 청해진,영업 중,0507-1322-7964,"넓은, 회식",https://tinyurl.com/237lrauz,37.5150735,126.9389889
끄트머리 노량진 수산시장,한식,,404,39,서울 동작구 노들로 674 2층 회식당 0호,영업 중,0507-1471-8049,"넓은, 회식",https://tinyurl.com/27lubpe8,37.5148693,126.9368431
전라도회양념,한식,4.01,697,22,서울 동작구 노들로 674 식당가 16호,24시간 영업,0507-1366-7995,"넓은, 회식",https://tinyurl.com/22yns7tq,37.5148693,126.9368431
써브웨이 노량진역점,샌드위치,4.42,"4,857",82,서울 동작구 노량진로 152-1,24시간 영업,02-815-1014,"넓은, 혼밥",https://tinyurl.com/23yn366a,37.5134993,126.9429033
소라네밥집,한식,4.33,"1,225",77,서울 동작구 노량진로16길 28,,,"넓은, 혼밥",https://tinyurl.com/28yvp577,37.5124033,126.9438837
두끼 노량진역점,분식,4.44,902,189,서울 동작구 만양로 98 2층,영업 중,02-817-2771,넓은,https://tinyurl.com/28cujdld,37.5120726,126.9444455
마루,한식,4.68,565,89,서울 동작구 노량진로 114,영업 중,0507-1460-1926,"넓은, 회식",https://tinyurl.com/2d8a4zvx,37.5131083,126.9385375
길동우동 장승배기역점,"우동,소바",,905,22,서울 동작구 장승배기로 100,영업 중,02-6080-5500,"넓은, 혼밥",https://tinyurl.com/23z6ov2w,37.5065906,126.9399511
본죽&비빔밥cafe 노량진점,죽,4.3,801,31,서울 동작구 만양로 81 문화독서실,영업 중,0507-1314-6288,넓은,https://tinyurl.com/26pb727q,37.5108497,126.9444747
담소소사골순대육개장 노량진점,"순대,순댓국",4.29,"1,532",115,서울 동작구 노량진로16길 27 1층,24시간 영업,0507-1383-1821,넓은,https://tinyurl.com/28vbtwt8,37.512445,126.944111
김종구부산어묵 노량진점,분식,4.28,"1,377",60,서울 동작구 노량진로 157-1 김종구부산어묵 노량진점,오늘 휴무,02-822-4268,넓은,https://tinyurl.com/29578k3x,37.5139185,126.9435149
짠돈 노량진본점,돼지고기구이,,"1,095",96,서울 동작구 만양로18길 18 1층,곧 영업 시작,0507-1356-7614,"넓은, 회식",https://tinyurl.com/26db3847,37.5130499,126.9453002
미자식당,"해물,생선요리",4.04,400,26,서울 동작구 노들로 674 노량진수산물도매시장 2층 8호,,,"넓은, 회식",https://tinyurl.com/29uv2lk3,37.5148693,126.9368431
토마토김밥 노량진점,분식,4.41,"1,367",46,서울 동작구 노량진로 140,영업 중,02-822-7100,"넓은, 혼밥",https://tinyurl.com/22amshw5,37.5126056,126.9417323
대한해물 노량진점,"아귀찜,해물찜",4.27,971,169,서울 동작구 만양로 100 1층 대한해물,오늘 휴무,02-3280-8023,넓은,https://tinyurl.com/2bgcnol9,37.512326,126.9443783
본우리반상 노량진점,한식,,248,26,서울 동작구 만양로14길 20 2층,오늘 휴무,02-816-9616,"넓은, 가족모임",https://tinyurl.com/2bn82bsy,37.5116755,126.9454678
금학,한식,4.08,232,2,서울 동작구 노들로 688,,02-2254-7982,"넓은, 회식",https://tinyurl.com/22lg6bgc,37.5150116,126.9445244
명인설렁탕 노량진점,"곰탕,설렁탕",,397,208,서울 동작구 노량진로8길 43 1층,영업 중,0507-1388-1452,넓은,https://tinyurl.com/25vp3azo,37.5124785,126.937759
황제식당,한식,4.23,470,8,서울 동작구 노들로 674 2층 10호,,02-2254-7777,"넓은, 회식",https://tinyurl.com/27rg8rdz,37.5148693,126.9368431
정동진 삼계탕,한식,4.28,658,237,서울 동작구 만양로 85,영업 중,0507-1341-2559,"넓은, 가족모임",https://tinyurl.com/2cghnblg,37.5110332,126.9443624
하늘채광장,한식,3.71,233,16,서울 동작구 노들로 674 5층 하늘채광장,영업 중,0507-1388-7927,"넓은, 회식",https://tinyurl.com/2y2zre8e,37.5143076,126.9366071
엄마손김밥,김밥,4.39,169,3,서울 동작구 등용로14길 77,,02-817-0779,혼밥,https://tinyurl.com/273gy66d,37.512708,126.935758
본포,베트남음식,4.62,929,30,서울 동작구 노량진로 110,영업 중,02-813-5558,혼밥,https://tinyurl.com/2485nxko,37.5132321,126.9380072
한솥도시락 노량진역6번출구점,"도시락,컵밥",4.36,"1,117",25,서울 동작구 노량진로 110 건설상가 106호,영업 중,02-823-2610,혼밥,https://tinyurl.com/2c5f9zh8,37.5132277,126.9379303
무공돈까스 노량진점,돈가스,,"1,159",133,서울 동작구 노량진로 110,영업 중,02-813-1009,혼밥,https://tinyurl.com/2xkpp2ln,37.5132439,126.9381301
골든볼9 메가스터디타워점,한식,4.29,306,80,서울 동작구 노량진로 140 메가스터디타워 1층 106호 골든볼9 메가스터디타워점,영업 중,0507-1305-7542,혼밥,https://tinyurl.com/22m4dkk3,37.5125385,126.941639
레알짱 노량진3호점,한식뷔페,4.36,289,175,서울 동작구 노량진로14가길 15,영업 중,0507-1308-0169,혼밥,https://tinyurl.com/2b7jna3b,37.5127669,126.943329
뜸들이다 노량진점,"도시락,컵밥",,293,22,서울 동작구 노량진로 140 메가스터디타워 1층 116호,영업 중,02-813-0991,혼밥,https://tinyurl.com/2bcofhx5,37.5124981,126.9417055
샐러디 노량진역점,"다이어트,샐러드",4.44,"1,129",129,서울 동작구 노량진로16길 25 1층,영업 중,02-3280-7665,혼밥,https://tinyurl.com/2ap5dmct,37.5125397,126.9439582
강릉교동반점 원조1호 분점,중식당,4.08,260,,서울 동작구 만양로 94-2,오늘 휴무,02-813-5000,혼밥,https://tinyurl.com/2xmgbfvl,37.511864,126.9444525
신의주찹쌀순대 노량진점,"순대,순댓국",4.31,229,22,서울 동작구 만양로14가길 30-9,,,혼밥,https://tinyurl.com/27hrvmnl,37.5128694,126.9452211
김밥천국 장승배기점,분식,4.11,571,5,서울 동작구 장승배기로 110-1 스마일약국,,02-817-5070,혼밥,https://tinyurl.com/2av5fjem,37.507447,126.940157
밀숲 노량진점,"칼국수,만두",4.5,"1,380",142,서울 동작구 만양로14길 6-1,영업 중,02-826-5305,혼밥,https://tinyurl.com/2bzoheyv,37.5113322,126.9448621
서울밥집 노량진점,한식,4.44,571,85,서울 동작구 만양로14길 44,24시간 영업,,혼밥,https://tinyurl.com/25l8gfns,37.5122738,126.9465937
오이시돈카츠,돈가스,,525,97,서울 동작구 만양로14가길 30-3,영업 중,0507-1339-8539,혼밥,https://tinyurl.com/2cgk3mfs,37.5128852,126.9449943
골든볼9,한식뷔페,4.05,366,159,서울 동작구 노량진로14가길 11 1층,영업 중,02-826-7542,혼밥,https://tinyurl.com/2aexjze9,37.512829,126.9431367
주주돈가츠,돈가스,4.6,560,120,서울 동작구 만양로 98 영현빌딩 1층,영업 중,02-813-1058,혼밥,https://tinyurl.com/25qd8mkm,37.512104,126.9443628
이든돈카츠,한식,4.6,572,318,서울 동작구 만양로14다길 3 1층 이든돈카츠,영업 중,02-812-6698,혼밥,https://tinyurl.com/29s5443v,37.511501,126.9453609
김밥사랑 노량진본점,김밥,4.38,931,19,서울 동작구 노량진로 110,24시간 영업,02-815-0202,혼밥,https://tinyurl.com/2djkf4qj,37.5132393,126.9381703
중앙식당,생선회,,462,121,서울 동작구 노들로 674 노량진수산시장 2층 중앙식당,영업 중,0507-1416-7905,회식,https://tinyurl.com/2yaunxnt,37.5146194,126.936784
역전할머니맥주 노량진점,"맥주,호프",4.34,"1,233",98,서울 동작구 만양로 104 1층,,0507-1442-8283,"회식, 가족모임",https://tinyurl.com/296pbzfw,37.5128309,126.944396
바다회센타,생선회,4.13,514,18,서울 동작구 노들로 674,,02-812-4011,회식,https://tinyurl.com/242cnhk6,37.5148693,126.9368431
진남회집,생선회,4.28,337,21,서울 동작구 노들로 674 노량진수산시장 2층 13호,,02-2254-7978,회식,https://tinyurl.com/2akeqazz,37.5148693,126.9368431
강변식당,한식,4.21,285,16,서울 동작구 노들로 674 2층 5호,,02-2254-8885,회식,https://tinyurl.com/2ymglwow,37.5148693,126.9368431
운봉산장,"육류,고기요리",4.37,486,"1,076",서울 동작구 장승배기로 118-1 신응범치과의원,영업 중,02-815-2850,"회식, 가족모임",https://tinyurl.com/2xm7aahz,37.508079,126.940258
제주생고기,"육류,고기요리",4.52,164,16,서울 동작구 노량진로6길 6-5,영업 중,02-826-1342,회식,https://tinyurl.com/25j3p7be,37.5128738,126.9355593
용궁횟집,생선회,3.94,398,9,서울 동작구 노들로 674 노량진수산물도매시장,영업 중,02-2254-7942,회식,https://tinyurl.com/24439uu4,37.5146194,126.936784
주전부리 노량진점,"전통,민속주점",4.39,215,66,서울 동작구 만양로14길 8,영업 중,010-9270-0621,회식,https://tinyurl.com/28nxyddq,37.5113612,126.9449272
취복루,중식당,4.38,290,109,서울 동작구 노량진로 96 2층,영업 중,0507-1307-3403,회식,https://tinyurl.com/2buagd3y,37.5130774,126.9362923
거부식당,생선회,,283,5,서울 동작구 노들로 674 2층 18호 거부식당,영업 중,0507-1472-7994,회식,https://tinyurl.com/224uvkfe,37.5148693,126.9368431
순천집,한식,4.32,469,175,서울 동작구 노량진로 80 노량진큐브스테이트 오피스텔 2층,영업 중,02-817-3222,"회식, 가족모임",https://tinyurl.com/254hp9pv,37.5129149,126.9346131
장충왕족발보쌈,"족발,보쌈",4.21,904,96,서울 동작구 노량진동 노량진로16길 31,,02-816-9824,회식,https://tinyurl.com/29u9scgc,37.5122389,126.9440919
부안수산,생선회,4.49,460,"1,136",서울 동작구 노들로 688 1층 활어80호 부안수산,영업 중,0507-1379-2309,가족모임,https://tinyurl.com/2axoy638,37.5145127,126.9363732
푸른바다,생선회,4.64,"1,722","1,724","서울 동작구 노들로 674 노량진수산시장 2층 활어 2-16, 2-17호",영업 중,02-2254-7282,가족모임,https://tinyurl.com/22mv4bkq,37.5148693,126.9368431
노량진수산시장 청양수산 횟집,생선회,4.82,736,"1,259",서울 동작구 노들로 674 노량진수산시장 1층 활어 40호,영업 중,0507-1353-7618,가족모임,https://tinyurl.com/22g2poey,37.5148693,126.9368431
세아수산,생선회,4.33,251,224,"서울 동작구 노들로 674 남2문 활어 47, 48호",영업 중,02-817-9980,가족모임,https://tinyurl.com/22cljur5,37.5148693,126.9368431
충남미림,생선회,4.6,434,410,서울 동작구 노들로 674 노량진수산물도매시장 노량진동 1층 152호,영업 중,0507-1424-8919,가족모임,https://tinyurl.com/27ws3fbk,37.5148573,126.9367016
대원수산,생선회,4.79,491,"1,156",서울 동작구 노들로 674 노량진수산시장 남2문 53~54호,영업 중,010-5206-6962,가족모임,https://tinyurl.com/26awkgq6,37.5147956,126.9367772
88수산,킹크랩요리,4.75,176,592,서울 동작구 노들로 688 신건물 2층 활어 2-15,영업 중,0507-1325-5897,가족모임,https://tinyurl.com/2bhfdqu4,37.5145618,126.9371047
태평양수산,생선회,4.76,355,213,서울 동작구 노들로 674 활어1층 119호,영업 중,0507-1317-3667,가족모임,https://tinyurl.com/2brov7np,37.5148693,126.9368431
형제상회,생선회,4.46,"3,050","1,523",서울 동작구 노들로 674 1층 북3문 168~172호,영업 중,0507-1412-8234,가족모임,https://tinyurl.com/23o87bo7,37.5148693,126.9368431
우정수산,생선회,4.81,517,456,서울 동작구 노들로 674 노량진수산시장 신건물 1층 활어 94호,영업 중,0507-1306-7910,가족모임,https://tinyurl.com/24nrdxf2,37.5148693,126.9368431
대박분식,종합분식,4.68,62,43,서울 동작구 만양로 89,영업 중,02-816-8007,가족모임,https://tinyurl.com/22ech96o,37.5113885,126.944252
해물포차꼴통 1호점,생선회,,737,497,서울 동작구 장승배기로 126 해물포차꼴통 1호점,영업 중,070-8614-8121,가족모임,https://tinyurl.com/2d4kla88,37.5086597,126.9403131
동네곱창,"곱창,막창,양",,77,103,서울 동작구 장승배기로19길 16 1층 동네곱창,오늘 휴무,0507-1392-4484,가족모임,https://tinyurl.com/26mwoatp,37.5082167,126.9390835
노량진수산시장 독도수산,생선회,4.78,"2,208","1,212","서울 동작구 노들로 674 노량진수산시장 1층 2호, 3호, 4호",영업 중,010-8300-0225,가족모임,https://tinyurl.com/27kxxt5n,37.5148693,126.9368431
노량진수산시장 복띵이수산3 대게킹크랩전문점,대게요리,4.21,251,93,서울 동작구 노들로 674,24시간 영업,0507-1394-3215,가족모임,https://tinyurl.com/22r7uqf9,37.5148693,126.9368431
부산상회,생선회,,238,622,서울 동작구 노들로 674 노량진수산시장 2층 활어 2-10호,영업 중,0507-1377-0958,가족모임,https://tinyurl.com/2yyuv37b,37.5148693,126.9368431
솔찬제주뒷고기 노량진점,"육류,고기요리",,195,133,서울 동작구 노량진로14길 9 1층,영업 중,02-3280-0815,가족모임,https://tinyurl.com/23p3hyt6,37.5130119,126.9421385
고향일식,일식당,4.48,147,91,서울 동작구 장승배기로20가길 2,영업 중,02-821-5376,가족모임,https://tinyurl.com/293o2ztv,37.508331,126.940418
진생반점,중식당,,165,157,서울 동작구 노들로2길 7 노량진드림스퀘어 B동 105~108,영업 중,02-811-1151,가족모임,https://tinyurl.com/2y3lhgh9,37.5142757,126.9391812
신지도수산,생선회,4.85,430,318,서울 동작구 노들로 674 2층 63호,영업 중,0507-1344-0621,가족모임,https://tinyurl.com/224v9zz2,37.5148693,126.9368431
전남고흥회집,생선회,,39,31,서울 동작구 노들로 688 1층 활어38호,영업 중,0507-1369-3616,가족모임,https://tinyurl.com/29yjbahh,37.5150116,126.9445244
세모식당,한식,4.64,156,266,서울 마포구 와우산로3길 16 106호,영업 중,0507-1312-6030,데이트,https://tinyurl.com/23vhnrxf,37.5461547,126.9222709
이응이응이응이응,양식,4.66,"1,648","1,138",서울 마포구 독막로 63-1 1층 2층 정원 및 루프탑,영업 종료,0507-1351-5507,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/29weuzve,37.5480582,126.9206914
경주식당 홍대본점,"육류,고기요리",4.45,984,"1,891",서울 마포구 와우산로13길 49-7 1층 경주식당,영업 종료,0507-1365-1674,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/27l9fed5,37.5484348,126.9211435
가든포에트,양식,4.89,"2,023","1,261",서울 마포구 와우산로14길 12 가든 포에트,영업 종료,0507-1377-0887,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/27s4ryju,37.5502111,126.9237118
레스토랑괴르츠,양식,4.21,617,"1,095",서울 마포구 토정로 136-13 JNC빌딩 7층,영업 종료,02-336-1745,"데이트, 넓은, 가족모임",https://tinyurl.com/258ddthv,37.5448693,126.9258421
상수주택,요리주점,,379,564,서울 마포구 독막로15길 19 2층 상수주택,영업 중,0507-1313-4083,"데이트, 회식, 가족모임",https://tinyurl.com/2yclkc3f,37.5486521,126.9219486
고고갈비 홍대상수점,"육류,고기요리",4.65,"1,307","3,421",서울 마포구 독막로 77 1층,영업 종료,0507-1498-9093,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/26j4dm7d,37.5479355,126.9221025
수지앤파스타,"스파게티,파스타전문",,639,"3,040",서울 마포구 독막로15길 3-18,영업 종료,0507-1305-8780,"데이트, 넓은, 혼밥, 회식, 가족모임",https://tinyurl.com/2a75zta5,37.5487089,126.9213056
아크로마커피바,카페,,777,619,서울 마포구 와우산로3길 16 1층 아크로마커피바,영업 종료,0507-1479-1819,데이트,https://tinyurl.com/28u9sqpm,37.5460933,126.9220373
미식가주택 상수점,요리주점,,402,819,서울 마포구 와우산로 15-5 1층,영업 종료,0507-1329-9808,데이트,https://tinyurl.com/29hsulcv,37.5459659,126.9225746
empty plate,이탈리아음식,4.91,489,241,서울 마포구 와우산로11길 9-8 1층 empty plate,영업 종료,0507-1363-9151,"데이트, 회식",https://tinyurl.com/28kxbcwy,37.5486056,126.9223177
플레이트946,이탈리아음식,4.85,654,398,서울 마포구 독막로19길 20-6 1층,영업 종료,0507-1315-6432,"데이트, 회식",https://tinyurl.com/2cwyo88v,37.5485818,126.9251068
가람바,바(BAR),,129,144,서울 마포구 와우산로11길 9-11 좌측호 가람바,영업 중,02-2039-1760,데이트,https://tinyurl.com/29sqmbaa,37.5484274,126.9224548
상수 노어 와인바,와인,,163,157,서울 마포구 와우산로 39-8 노어 [2F],영업 종료,0507-1397-7127,데이트,https://tinyurl.com/294qen35,37.5481763,126.9226475
칸스 홍대상수 본점,요리주점,4.52,975,"1,281",서울 마포구 와우산로11길 9-9 1층 칸스 홍대상수 본점,영업 종료,0507-1318-2504,"데이트, 넓은, 혼밥, 회식, 가족모임",https://tinyurl.com/2dydhumk,37.5485336,126.9224218
후쿠란 상수본점,이자카야,,979,"1,103","서울 마포구 와우산로3안길 2 1층, 2층 후쿠란",영업 종료,0507-1425-2399,"데이트, 넓은, 혼밥, 회식, 가족모임",https://tinyurl.com/24xy7q95,37.5463462,126.9227106
홍대 농담,양식,,890,560,서울 마포구 와우산로13길 49-13 지1층,영업 종료,010-4441-4651,"데이트, 넓은, 회식",https://tinyurl.com/2ascsxy5,37.5481138,126.9214352
아띠네,양식,,350,386,서울 마포구 와우산로 39-11 1층,영업 종료,0507-1390-5335,"데이트, 회식",https://tinyurl.com/2auvo3g2,37.5481381,126.9223721
브렛피자,피자,4.81,201,324,서울 마포구 와우산로 29-8 1층,영업 종료,0507-1320-3284,데이트,https://tinyurl.com/2cqmtkat,37.5473349,126.9224942
다이닝늘 홍대점,이탈리아음식,,181,137,서울 마포구 토정로 136-13 6층,영업 종료,0507-1379-9803,"데이트, 가족모임",https://tinyurl.com/25ru3jwx,37.5448701,126.9258209
후통 홍대본점,중식당,4.4,"1,146",535,서울 마포구 독막로19길 32 1층 & 2층,영업 종료,0507-1334-5874,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/2awmagqx,37.5489744,126.9244826
사온서,요리주점,,224,285,서울 마포구 독막로14길 25 2층,영업 종료,0507-1496-4040,"데이트, 회식",https://tinyurl.com/2xn4tn5x,37.547514,126.9223073
집밥김치찌개/집밥포차,한식,,295,96,서울 마포구 와우산로13길 25 1층,영업 종료,02-332-2866,"데이트, 넓은, 혼밥, 회식",https://tinyurl.com/28cuuboy,37.5491302,126.9219948
펠리칸카페,"카페,디저트",4.8,675,569,서울 마포구 독막로14길 27,영업 종료,0507-1459-8305,"데이트, 넓은",https://tinyurl.com/22k5gp79,37.5474793,126.9224169
보무,요리주점,,78,85,서울 마포구 와우산로 15-7 1층,영업 종료,0507-1338-1204,데이트,https://tinyurl.com/2a9vhdqa,37.5459559,126.9224613
에이시안,요리주점,,219,279,서울 마포구 와우산로13길 31 극동하이츠건물 1층 에이시안,영업 종료,0507-1405-7840,"데이트, 회식, 가족모임",https://tinyurl.com/2dh8wdfz,37.5488783,126.9216715
고요,바(BAR),4.78,216,230,서울 마포구 와우산로3길 8 2층,영업 중,0507-1366-3398,데이트,https://tinyurl.com/25zuxocr,37.5462168,126.9224858
순정마초,요리주점,,58,59,서울 마포구 독막로15길 3-12 1층 101호,영업 중,0507-1352-4618,데이트,https://tinyurl.com/2bjr7gaq,37.5484259,126.9215482
